name,mnth,cnt
WebApi/Refresh/ASF,2021-02,8
WebApi/Init/ASF,2021-02,5
Client/RefreshVersionCommentsASF,2021-02,6
Client/GetOpportunityDataASF,2021-02,3
Client/Refresh/ASF,2021-02,6
Client/Init/ASF,2021-02,5
Client/RequestForEdit/MADMW1.2,2021-02,3
WebApi/RequestToEdit/MADMW1.2,2021-02,3
Client/ForceReleaseCheckOutMADMW1.2,2021-02,5
WebApi/Init/ADH2.0,2021-02,18
WebApi/Refresh/ADH2.0,2021-02,23
Client/Init/ADH2.0,2021-02,18
Client/SetVersionMessageADH2.0,2021-02,41
Client/InitStateSetupADH2.0,2021-02,37
Client/Refresh/ADH2.0,2021-02,20
Client/GetOpportunityDataADH2.0,2021-02,17
Client/RefreshVersionCommentsADH2.0,2021-02,20
Client/SavingCCoE,2021-02,8
Client/UnPublishFromCompassOneCCoE,2021-02,7
WebApi/AutoLock/AWC2003,2021-02,4
Client/CreateVersionD365,2021-02,5
Client/CreateNewVersion/D365,2021-02,4
WebApi/CreateVersion/Microsoft.OneEstimator.Services.Entities.AppInsightData,2021-02,34
Client/Refresh/MADMW,2021-02,14
Client/RefreshVersionCommentsMADMW,2021-02,14
Client/InitStateSetupMADMW,2021-02,26
Client/Init/MADMW,2021-02,16
WebApi/Init/MADMW,2021-02,16
WebApi/Refresh/MADMW,2021-02,17
User Clicks,2021-11,80276
User Clicks,2021-10,95434
Client/Save/D365,2021-10,2068
GetworkloadmetadatalistTime,2021-10,15079
WebApi/ListSavedQuery,2021-10,14399
WebApi/Save/CONSMPTN,2021-10,692
WebApi/UnLock/CONSMPTN,2021-10,340
Client/Unlock/CONSMPTN,2021-10,266
Client/InitStateSetupCONSMPTN,2021-10,1937
Client/PublishToCompassOneCONSMPTN,2021-10,300
Client/Save/CONSMPTN,2021-10,690
Client/SetVersionMessageCONSMPTN,2021-10,1427
WebApi/GetOpportunityWorkloadDashboardData,2021-10,5313
WebApi/Init/SECOFFERS_IPS,2021-10,8
WebApi/Estimate/SECOFFERS_IPS,2021-10,12
MSXNotFound,2021-10,945
WebApi/Estimate/ICC,2021-10,232
WebApi/Estimate/SECOFFERS_SPRINT0,2021-10,21
WebApi/Init/SECOFFERS_SPRINT0,2021-10,33
WebApi/UnLock/SECOFFERS_SPRINT0,2021-10,7
WebApi/UnLock/SECOFFERS_IdASCI,2021-10,8
Click,2021-10,510
SearchEntity: opportunity-search,2021-10,1360
WebApi/Lock/SECOFFERS_SPRINT0,2021-10,10
WebApi/Init/SECOFFERS_IdASCI,2021-10,21
WebApi/Estimate/SECOFFERS_IdASCI,2021-10,18
Client/InitStateSetupD365,2021-10,2675
Client/SetVersionMessageD365,2021-10,3098
WebApi/Save/D365,2021-10,1174
Client/Estimate/D365,2021-10,1393
WebApi/Estimate/D365,2021-10,1449
Client/SetVersionMessageCAD,2021-10,3026
Client/Estimate/CAD,2021-10,1169
WebApi/Estimate/CAD,2021-10,1188
WebApi/Save/CAD,2021-10,1054
Client/Save/CAD,2021-10,1586
Client/InitStateSetupCAD,2021-10,2734
WebApi/Init/CAD,2021-10,1025
GetWorkloadSIAQuestionnaireData,2021-10,1924
Client/WriteOpportunityDetailsCONSMPTN,2021-10,216
Client/Init/CONSMPTN,2021-10,696
WebApi/Init/CONSMPTN,2021-10,715
WebApi/AutoLock/CONSMPTN,2021-10,359
CAD-UserActions,2021-10,349
Client/Init/CAD,2021-10,955
Client/Refresh/CAD,2021-10,973
Client/GetOpportunityDataCAD,2021-10,504
Client/RefreshVersionCommentsCAD,2021-10,974
WebApi/Estimate/O365,2021-10,161
User Clicked on Do Not Have MsxId,2021-10,56
WebApi/Refresh/WPM1.3,2021-10,280
WebApi/Init/WPM1.3,2021-10,249
Client/Init/WPM1.3,2021-10,210
Client/SetVersionMessageWPM1.3,2021-10,550
Client/InitStateSetupWPM1.3,2021-10,475
WebApi/AutoLock/WPM1.3,2021-10,128
Client/Refresh/WPM1.3,2021-10,184
Client/GetOpportunityDataWPM1.3,2021-10,153
Client/RefreshVersionCommentsWPM1.3,2021-10,181
Client/GetOpportunityDataCONSMPTN,2021-10,205
Client/Refresh/CONSMPTN,2021-10,455
Client/RefreshVersionCommentsCONSMPTN,2021-10,455
WebApi/Refresh/CONSMPTN,2021-10,547
SearchEntity: consumption-savedsearch-index,2021-10,151
SearchAction: undefined,2021-10,159
WebApi/ExecuteSaveQuery,2021-10,283
Client/RefreshVersionCommentsAMO2104,2021-10,75
Client/GetOpportunityDataAMO2104,2021-10,52
Client/Refresh/AMO2104,2021-10,75
Client/InitStateSetupAMO2104,2021-10,181
Client/SetVersionMessageAMO2104,2021-10,193
Client/Init/AMO2104,2021-10,70
WebApi/Init/AMO2104,2021-10,73
WebApi/Refresh/AMO2104,2021-10,105
WebApi/AutoLock/AMO2104,2021-10,44
Client/Init/D365,2021-10,793
WebApi/Init/D365,2021-10,883
WebApi/Refresh/D365,2021-10,991
Client/Refresh/D365,2021-10,810
Client/GetOpportunityDataD365,2021-10,378
Client/RefreshVersionCommentsD365,2021-10,810
Client/Save/AMO2104,2021-10,53
Client/Estimate/AMO2104,2021-10,53
Client/Unlock/AMO2104,2021-10,34
WebApi/Estimate/AMO2104,2021-10,52
WebApi/Save/AMO2104,2021-10,52
WebApi/UnLock/AMO2104,2021-10,45
WebApi/Lock/AMO2104,2021-10,12
Client/Lock/AMO2104,2021-10,12
Client/PublishToCompassOneAMO2104,2021-10,27
Client/Unlock/D365,2021-10,224
WebApi/UnLock/D365,2021-10,274
WebApi/Refresh/CAD,2021-10,1287
Client/SavingCAD,2021-10,131
Client/SavingD365,2021-10,220
Client/WriteOpportunityDetailsAzCF2009,2021-10,3
Client/InitStateSetupAzCF2009,2021-10,160
Client/Init/AzCF2009,2021-10,59
WebApi/Init/AzCF2009,2021-10,85
Client/Init/MADMW1.3,2021-10,127
Client/InitStateSetupMADMW1.3,2021-10,239
Client/SetVersionMessageMADMW1.3,2021-10,285
WebApi/Refresh/MADMW1.3,2021-10,133
WebApi/Init/MADMW1.3,2021-10,137
Client/Refresh/MADMW1.3,2021-10,98
Client/GetOpportunityDataMADMW1.3,2021-10,81
Client/RefreshVersionCommentsMADMW1.3,2021-10,98
Client/SavingCONSMPTN,2021-10,157
WebApi/Init/SECOFFERS_SOTPS,2021-10,89
WebApi/AutoLock/MADMW1.3,2021-10,31
WebApi/UnLock/MADMW1.3,2021-10,14
CONSMPTN-UserActions,2021-10,71
WebApi/UnLock/CAD,2021-10,346
Client/Unlock/CAD,2021-10,240
WebApi/AutoLock/CAD,2021-10,357
Client/Save/MADMW1.3,2021-10,113
Client/Estimate/MADMW1.3,2021-10,72
WebApi/Save/MADMW1.3,2021-10,89
WebApi/Estimate/MADMW1.3,2021-10,85
Client/PublishToCompassOneMADMW1.3,2021-10,16
Client/WriteOpportunityDetailsCAD,2021-10,88
Client/DownloadTemplateCONSMPTN,2021-10,12
SearchEntity: consumption-search-index,2021-10,210
WebApi/Estimate/SECOFFERS_SOTPS,2021-10,133
Client/PublishToCompassOneD365,2021-10,132
Client/WriteOpportunityDetailsD365,2021-10,108
WebApi/AutoLock/D365,2021-10,298
WebApi/Lock/CONSMPTN,2021-10,95
Client/Lock/CONSMPTN,2021-10,95
Client/Save/WPM1.3,2021-10,220
WebApi/Estimate/WPM1.3,2021-10,160
BudgetaryEstimate/Search,2021-10,186
Client/PublishToCompassOneCAD,2021-10,172
WebApi/RequestToEdit/CONSMPTN,2021-10,30
Client/RequestForEdit/CONSMPTN,2021-10,30
Client/ForceReleaseCheckOutCONSMPTN,2021-10,12
Client/Lock/CAD,2021-10,112
WebApi/Lock/CAD,2021-10,110
Client/Save/AzCF2009,2021-10,88
WebApi/Estimate/AzCF2009,2021-10,58
Client/SetVersionMessageAzCF2009,2021-10,180
Client/Estimate/AzCF2009,2021-10,57
WebApi/Save/AzCF2009,2021-10,58
WebApi/Refresh/AzCF2009,2021-10,100
Client/RefreshVersionCommentsAzCF2009,2021-10,62
Client/GetOpportunityDataAzCF2009,2021-10,49
Client/Refresh/AzCF2009,2021-10,63
WebApi/Init/SECOFFERS_ASMv3.0,2021-10,9
WebApi/Lock/SECOFFERS_ASMv3.0,2021-10,5
WebApi/Estimate/SECOFFERS_ASMv3.0,2021-10,14
SearchEntity: d365search-index,2021-10,17
SearchEntity: cadrequirement-index,2021-10,41
WebApi/Lock/SECOFFERS_IdASCI,2021-10,9
WebApi/Lock/SECOFFERS_IPS,2021-10,3
Client/Save/MWSC-LED,2021-10,47
WebApi/Estimate/MWSC-LED,2021-10,31
WebApi/Save/MWSC-LED,2021-10,31
Client/SetVersionMessageMWSC-LED,2021-10,109
Client/InitStateSetupMWSC-LED,2021-10,102
Client/Estimate/MWSC-LED,2021-10,31
Client/Estimate/WPM1.3,2021-10,150
WebApi/Save/WPM1.3,2021-10,166
Client/PublishToCompassOneWPM1.3,2021-10,84
Client/SavingWPM1.3,2021-10,30
WebApi/UnLock/WPM1.3,2021-10,103
Client/Lock/D365,2021-10,79
WebApi/Lock/D365,2021-10,79
Client/Unlock/WPM1.3,2021-10,68
Client/Lock/WPM1.3,2021-10,16
WebApi/Lock/WPM1.3,2021-10,16
Client/DownloadTemplateWPM1.3,2021-10,3
WebApi/AutoLock/AzCF2009,2021-10,59
Client/PublishToCompassOneAzCF2009,2021-10,45
WebApi/Init/MWSC-LED,2021-10,49
WebApi/AutoLock/MWSC-LED,2021-10,20
WebApi/Init/MWSCE,2021-10,46
Client/Unlock/AzCF2009,2021-10,26
WebApi/UnLock/AzCF2009,2021-10,38
WebApi/Init/SECOFFERS_ZTS,2021-10,28
Client/Init/MWSC-LED,2021-10,42
WebApi/Refresh/MWSC-LED,2021-10,54
Client/Refresh/MWSC-LED,2021-10,43
Client/GetOpportunityDataMWSC-LED,2021-10,26
Client/RefreshVersionCommentsMWSC-LED,2021-10,43
Client/Unlock/MADMW1.3,2021-10,9
SearchEntity: zazurecloudairequirement-index,2021-10,59
WebApi/Lock/SECOFFERS_SOTPS,2021-10,23
WebApi/CreateVersion/Microsoft.OneEstimator.Services.Entities.AppInsightData,2021-10,12
Client/Init/MWSCE,2021-10,38
Client/SetVersionMessageMWSCE,2021-10,87
Client/InitStateSetupMWSCE,2021-10,74
WebApi/Refresh/MWSCE,2021-10,42
Client/Refresh/MWSCE,2021-10,30
Client/GetOpportunityDataMWSCE,2021-10,25
Client/RefreshVersionCommentsMWSCE,2021-10,30
Client/Save/MWSCE,2021-10,39
WebApi/Estimate/MWSCE,2021-10,27
Client/Estimate/MWSCE,2021-10,23
WebApi/Save/MWSCE,2021-10,34
WebApi/RequestToEdit/CAD,2021-10,21
Client/RequestForEdit/CAD,2021-10,20
GetworkloadmetadatalistTime,2021-11,14132
WebApi/Estimate/CAD,2021-11,1074
WebApi/Save/CAD,2021-11,903
CAD-UserActions,2021-11,367
Client/Save/CAD,2021-11,1439
Client/InitStateSetupCAD,2021-11,2314
Client/SetVersionMessageCAD,2021-11,2623
Client/Estimate/CAD,2021-11,1068
User Clicks,2021-06,72367
Client/InitStateSetupCAD,2021-06,2455
Client/Init/CAD,2021-06,864
WebApi/Refresh/CAD,2021-06,1142
GetworkloadmetadatalistTime,2021-06,14705
GetWorkloadSIAQuestionnaireData,2021-06,2072
WebApi/Init/CAD,2021-06,931
Client/Refresh/CAD,2021-06,876
Client/RefreshVersionCommentsCAD,2021-06,875
WebApi/ListSavedQuery,2021-06,11560
Click,2021-06,375
User Clicked on Do Not Have MsxId,2021-06,69
SearchEntity: opportunity-search,2021-06,739
WebApi/GetOpportunityWorkloadDashboardData,2021-06,4424
Client/InitStateSetupCONSMPTN,2021-06,1688
Client/Init/CS,2021-06,685
Client/RefreshVersionCommentsCONSMPTN,2021-06,373
Client/Refresh/CS,2021-06,284
WebApi/Refresh/CONSMPTN,2021-06,483
WebApi/Init/CONSMPTN,2021-06,702
Client/Refresh/WPM1.3,2021-06,271
Client/RefreshVersionCommentsWPM1.3,2021-06,268
Client/GetOpportunityDataWPM1.3,2021-06,191
Client/InitStateSetupWPM1.3,2021-06,751
Client/SetVersionMessageWPM1.3,2021-06,833
Client/Init/WPM1.3,2021-06,333
WebApi/Init/WPM1.3,2021-06,403
WebApi/AutoLock/WPM1.3,2021-06,176
WebApi/Refresh/MADMW1.3,2021-06,163
WebApi/Refresh/WPM1.3,2021-06,424
WebApi/Init/MADMW1.3,2021-06,154
Client/Init/MADMW1.3,2021-06,141
Client/SetVersionMessageMADMW1.3,2021-06,385
Client/InitStateSetupMADMW1.3,2021-06,304
Client/Refresh/MADMW1.3,2021-06,120
Client/GetOpportunityDataMADMW1.3,2021-06,97
Client/RefreshVersionCommentsMADMW1.3,2021-06,120
Client/Save/MADMW1.3,2021-06,234
WebApi/Estimate/MADMW1.3,2021-06,116
Client/Estimate/MADMW1.3,2021-06,119
WebApi/Save/MADMW1.3,2021-06,141
MSXNotFound,2021-06,641
WebApi/AutoLock/MADMW1.3,2021-06,59
Client/InitStateSetupD365,2021-06,3284
Client/SetVersionMessageD365,2021-06,3621
Client/Init/D365,2021-06,1062
WebApi/Refresh/D365,2021-06,1259
WebApi/Init/D365,2021-06,1143
Client/RefreshVersionCommentsD365,2021-06,992
Client/GetOpportunityDataD365,2021-06,463
Client/Refresh/D365,2021-06,994
Client/PublishToCompassOneD365,2021-06,127
Client/SavingCAD,2021-06,182
WebApi/Save/CONSMPTN,2021-06,535
CONSMPTN-UserActions,2021-06,34
Client/Save/CONSMPTN,2021-06,531
Client/SetVersionMessageCONSMPTN,2021-06,1177
Client/Save/D365,2021-06,2309
WebApi/UnLock/D365,2021-06,369
WebApi/Estimate/D365,2021-06,1578
WebApi/Save/D365,2021-06,1369
WebApi/UnLock/CONSMPTN,2021-06,289
Client/Unlock/CONSMPTN,2021-06,229
Client/Estimate/D365,2021-06,1526
Client/SetVersionMessageMWSCE,2021-06,161
Client/Init/MWSCE,2021-06,69
Client/InitStateSetupMWSCE,2021-06,145
WebApi/Init/MWSCE,2021-06,87
WebApi/UnLock/MWSCE,2021-06,34
WebApi/AutoLock/MWSCE,2021-06,49
Client/SavingD365,2021-06,261
Client/Lock/CONSMPTN,2021-06,55
WebApi/Lock/CONSMPTN,2021-06,55
Client/Refresh/CONSMPTN,2021-06,89
WebApi/AutoLock/CAD,2021-06,305
Client/GetOpportunityDataCAD,2021-06,413
Client/WriteOpportunityDetailsCS,2021-06,228
WebApi/AutoLock/CONSMPTN,2021-06,342
Client/PublishToCompassOneCONSMPTN,2021-06,293
WebApi/AutoLock/D365,2021-06,385
Client/PublishToCompassOneMADMW1.3,2021-06,35
WebApi/Estimate/ICC,2021-06,89
WebApi/Refresh/MWSCE,2021-06,86
Client/SetVersionMessageCAD,2021-06,2566
Client/Refresh/MWSCE,2021-06,49
Client/GetOpportunityDataMWSCE,2021-06,37
Client/RefreshVersionCommentsMWSCE,2021-06,49
Client/Unlock/D365,2021-06,298
WebApi/Estimate/SECOFFERS_ZTS,2021-06,18
WebApi/Lock/SECOFFERS_ZTS,2021-06,13
Client/PublishToCompassOneMWSCE,2021-06,31
WebApi/UnLock/MADMW1.3,2021-06,40
WebApi/Init/SECOFFERS_ZTS,2021-06,25
Client/WriteOpportunityDetailsD365,2021-06,129
SearchAction: undefined,2021-06,93
WebApi/ExecuteSaveQuery,2021-06,183
Client/Save/CAD,2021-06,1324
WebApi/Save/CAD,2021-06,879
Client/Estimate/CAD,2021-06,942
Client/PublishToCompassOneCAD,2021-06,159
Client/Unlock/CAD,2021-06,229
WebApi/Estimate/CAD,2021-06,972
WebApi/UnLock/CAD,2021-06,310
SearchEntity: consumption-savedsearch-index,2021-06,60
WebApi/UnLock/SECOFFERS_ZTS,2021-06,6
Client/DownloadTemplateD365,2021-06,31
WebApi/Save/CLOUDMO6.2,2021-06,46
Client/Unlock/MWSCE,2021-06,17
WebApi/Lock/D365,2021-06,94
Client/Lock/D365,2021-06,97
Client/ForceReleaseCheckOutD365,2021-06,17
CAD-UserActions,2021-06,341
Client/WriteOpportunityDetailsCAD,2021-06,113
Client/UnPublishFromCompassOneMWSCE,2021-06,6
Client/Save/MWSCE,2021-06,70
Client/Estimate/MWSCE,2021-06,44
WebApi/Save/MWSCE,2021-06,44
WebApi/Estimate/MWSCE,2021-06,41
Client/GetOpportunityDataCS,2021-06,153
WebApi/UnLock/AzCF2009,2021-06,22
WebApi/Estimate/AzCF2009,2021-06,51
WebApi/Save/AzCF2009,2021-06,56
Client/InitStateSetupAzCF2009,2021-06,160
Client/Unlock/AzCF2009,2021-06,14
Client/Save/AzCF2009,2021-06,76
Client/SetVersionMessageAzCF2009,2021-06,168
Client/Estimate/AzCF2009,2021-06,51
WebApi/Estimate/O365,2021-06,82
Client/SetVersionMessageCLOUDMO6.2,2021-06,121
Client/InitStateSetupCLOUDMO6.2,2021-06,94
Client/Save/CLOUDMO6.2,2021-06,46
Client/Estimate/CLOUDMO6.2,2021-06,45
WebApi/Estimate/CLOUDMO6.2,2021-06,44
Client/UpgradeVersionD365,2021-06,17
Client/SavingCONSMPTN,2021-06,157
Client/PublishToCompassOneAzCF2009,2021-06,30
WebApi/Refresh/AzCF2009,2021-06,96
Client/Save/WPM1.3,2021-06,443
Client/Unlock/WPM1.3,2021-06,82
WebApi/UnLock/WPM1.3,2021-06,130
Client/UpgradeVersionCAD,2021-06,35
Client/DownloadTemplateCAD,2021-06,53
WebApi/Save/WPM1.3,2021-06,263
Client/Estimate/WPM1.3,2021-06,245
WebApi/Estimate/WPM1.3,2021-06,248
Client/ForceReleaseCheckOutCAD,2021-06,22
Client/PublishToCompassOneWPM1.3,2021-06,122
Client/Lock/CAD,2021-06,87
WebApi/Lock/CAD,2021-06,91
Client/Init/AzCF2009,2021-06,70
WebApi/AutoLock/AzCF2009,2021-06,42
WebApi/Init/AzCF2009,2021-06,85
Client/GetOpportunityDataAzCF2009,2021-06,45
Client/Refresh/AzCF2009,2021-06,64
Client/RefreshVersionCommentsAzCF2009,2021-06,64
Client/ForceReleaseCheckOutWPM1.3,2021-06,5
WebApi/Lock/WPM1.3,2021-06,17
Client/Lock/WPM1.3,2021-06,17
WebApi/RequestToEdit/CAD,2021-06,21
Client/RequestForEdit/CAD,2021-06,21
Client/UnPublishFromCompassOneCAD,2021-06,12
Client/RequestForEdit/CONSMPTN,2021-06,5
WebApi/RequestToEdit/CONSMPTN,2021-06,5
Client/Refresh/WPM1.2,2021-06,35
Client/InitStateSetupWPM1.2,2021-06,89
Client/RefreshVersionCommentsWPM1.2,2021-06,35
Client/Init/WPM1.2,2021-06,34
WebApi/Refresh/WPM1.2,2021-06,40
WebApi/Init/WPM1.2,2021-06,40
Client/InitStateSetupAMO2104,2021-06,396
Client/Unlock/AMO2104,2021-06,22
WebApi/UnLock/AMO2104,2021-06,44
Client/Save/AMO2104,2021-06,197
Client/SetVersionMessageAMO2104,2021-06,494
WebApi/Save/AMO2104,2021-06,189
WebApi/Estimate/AMO2104,2021-06,189
Client/Estimate/AMO2104,2021-06,187
Client/Init/AMO2104,2021-06,141
Client/Refresh/AMO2104,2021-06,130
Client/RefreshVersionCommentsAMO2104,2021-06,130
Client/GetOpportunityDataAMO2104,2021-06,87
WebApi/Init/AMO2104,2021-06,156
WebApi/AutoLock/AMO2104,2021-06,80
WebApi/Refresh/AMO2104,2021-06,224
Client/PublishToCompassOneAMO2104,2021-06,93
Client/WriteOpportunityDetailsWPM1.3,2021-06,20
Client/InitStateSetupAMO2012,2021-06,31
Client/SetVersionMessageAMO2012,2021-06,15
Client/Init/AMO2012,2021-06,17
WebApi/Init/AMO2012,2021-06,20
WebApi/Refresh/AMO2012,2021-06,20
Client/Refresh/AMO2012,2021-06,19
Client/GetOpportunityDataAMO2012,2021-06,9
Client/RefreshVersionCommentsAMO2012,2021-06,19
WebApi/Init/MADMW1.2,2021-06,53
Client/InitStateSetupMADMW1.2,2021-06,90
Client/SetVersionMessageMADMW1.2,2021-06,60
Client/Init/MADMW1.2,2021-06,48
Client/Lock/MWSCE,2021-06,5
Client/Unlock/MADMW1.3,2021-06,20
Client/Lock/MADMW1.3,2021-06,8
WebApi/Lock/MADMW1.3,2021-06,8
Client/WriteOpportunityDetailsMADMW1.3,2021-06,15
Client/WriteOpportunityDetailsMWSCE,2021-06,11
Client/UnPublishFromCompassOneAzCF2009,2021-06,3
Client/UpgradeVersionCONSMPTN,2021-06,13
Client/UnPublishFromCompassOneCONSMPTN,2021-06,18
User Clicks,2021-09,95528
WebApi/ListSavedQuery,2021-09,15007
WebApi/GetOpportunityWorkloadDashboardData,2021-09,6119
GetworkloadmetadatalistTime,2021-09,15970
WebApi/Estimate/SECOFFERS_CCE,2021-09,116
WebApi/Init/SECOFFERS_CCE,2021-09,76
WebApi/Lock/SECOFFERS_CCE,2021-09,27
Client/InitStateSetupCAD,2021-09,2577
Client/Init/CAD,2021-09,948
WebApi/Refresh/CAD,2021-09,1307
WebApi/Init/CAD,2021-09,1113
Client/SetVersionMessageCAD,2021-09,3034
GetWorkloadSIAQuestionnaireData,2021-09,2114
Client/GetOpportunityDataCAD,2021-09,559
Client/Refresh/CAD,2021-09,920
Client/RefreshVersionCommentsCAD,2021-09,918
Client/Save/WPM1.3,2021-09,296
Client/InitStateSetupWPM1.3,2021-09,647
Client/Unlock/WPM1.3,2021-09,71
WebApi/UnLock/WPM1.3,2021-09,128
Client/Save/MADMW1.3,2021-09,197
Client/InitStateSetupMADMW1.3,2021-09,275
Client/Unlock/MADMW1.3,2021-09,15
Client/RefreshVersionCommentsMADMW1.3,2021-09,125
Client/Refresh/MADMW1.3,2021-09,126
Client/Lock/MADMW1.3,2021-09,3
Client/SetVersionMessageMADMW1.3,2021-09,297
WebApi/Lock/MADMW1.3,2021-09,3
WebApi/Refresh/MADMW1.3,2021-09,179
WebApi/UnLock/MADMW1.3,2021-09,31
WebApi/Estimate/MADMW1.3,2021-09,78
WebApi/Save/MADMW1.3,2021-09,90
Client/Estimate/MADMW1.3,2021-09,77
SearchEntity: opportunity-search,2021-09,921
Click,2021-09,403
WebApi/Estimate/O365,2021-09,144
WebApi/Estimate/ICC,2021-09,161
WebApi/Init/WPM1.3,2021-09,351
WebApi/Refresh/WPM1.3,2021-09,393
Client/Refresh/WPM1.3,2021-09,264
Client/RefreshVersionCommentsWPM1.3,2021-09,263
Client/GetOpportunityDataWPM1.3,2021-09,171
Client/Init/WPM1.3,2021-09,301
Client/SetVersionMessageWPM1.3,2021-09,674
Client/Init/MADMW1.3,2021-09,143
Client/WriteOpportunityDetailsMADMW1.3,2021-09,13
WebApi/Init/MADMW1.3,2021-09,152
Client/GetOpportunityDataMADMW1.3,2021-09,85
WebApi/Init/D365,2021-09,962
Client/WriteOpportunityDetailsD365,2021-09,87
Client/InitStateSetupD365,2021-09,2722
Client/SetVersionMessageD365,2021-09,3142
Client/Init/D365,2021-09,877
WebApi/Save/MWSCE,2021-09,34
WebApi/Estimate/MWSCE,2021-09,30
Client/SetVersionMessageMWSCE,2021-09,105
Client/InitStateSetupMWSCE,2021-09,89
Client/Save/MWSCE,2021-09,49
Client/Estimate/MWSCE,2021-09,29
Client/Init/MWSCE,2021-09,46
WebApi/Init/MWSCE,2021-09,49
Client/Refresh/MWSCE,2021-09,40
Client/GetOpportunityDataMWSCE,2021-09,29
Client/RefreshVersionCommentsMWSCE,2021-09,40
WebApi/Refresh/MWSCE,2021-09,52
Client/WriteOpportunityDetailsCONSMPTN,2021-09,248
Client/InitStateSetupCONSMPTN,2021-09,1817
Client/SetVersionMessageCONSMPTN,2021-09,1308
Client/Init/CONSMPTN,2021-09,764
WebApi/Init/CONSMPTN,2021-09,785
WebApi/AutoLock/CONSMPTN,2021-09,354
Client/Unlock/CAD,2021-09,197
Client/Estimate/CAD,2021-09,1159
WebApi/Estimate/CAD,2021-09,1179
CAD-UserActions,2021-09,437
Client/Save/CAD,2021-09,1663
WebApi/UnLock/CAD,2021-09,277
WebApi/Save/CAD,2021-09,1027
WebApi/AutoLock/CAD,2021-09,370
Client/SavingCAD,2021-09,199
WebApi/Estimate/SECOFFERS_IdASCI,2021-09,35
WebApi/Lock/SECOFFERS_IdASCI,2021-09,10
WebApi/Init/SECOFFERS_SPRINT0,2021-09,71
WebApi/Lock/SECOFFERS_SPRINT0,2021-09,33
WebApi/Estimate/SECOFFERS_SPRINT0,2021-09,84
WebApi/Init/SECOFFERS_IdASPA,2021-09,59
WebApi/Init/SECOFFERS_IdASCI,2021-09,44
Client/RefreshVersionCommentsCONSMPTN,2021-09,439
Client/Refresh/CONSMPTN,2021-09,439
WebApi/Refresh/CONSMPTN,2021-09,514
WebApi/UnLock/SECOFFERS_SPRINT0,2021-09,29
WebApi/UnLock/SECOFFERS_IdASCI,2021-09,5
MSXNotFound,2021-09,708
WebApi/Refresh/D365,2021-09,1113
WebApi/AutoLock/D365,2021-09,329
Client/Refresh/D365,2021-09,843
Client/RefreshVersionCommentsD365,2021-09,844
WebApi/Save/CONSMPTN,2021-09,586
Client/Save/CONSMPTN,2021-09,571
Client/PublishToCompassOneCONSMPTN,2021-09,280
Client/RequestForEdit/CAD,2021-09,17
WebApi/RequestToEdit/CAD,2021-09,18
WebApi/AutoLock/WPM1.3,2021-09,153
WebApi/Estimate/SMCD365,2021-06,22
Client/Init/CLOUDMO6.2,2021-06,25
Client/RefreshVersionCommentsCLOUDMO6.2,2021-06,24
Client/Refresh/CLOUDMO6.2,2021-06,24
WebApi/Refresh/CLOUDMO6.2,2021-06,42
WebApi/Init/CLOUDMO6.2,2021-06,27
WebApi/Refresh/MADMW1.2,2021-06,28
Client/Refresh/MADMW1.2,2021-06,24
Client/RefreshVersionCommentsMADMW1.2,2021-06,24
WebApi/ListSavedQuery,2021-11,12384
WebApi/Init/AzCF2009,2021-11,116
WebApi/AutoLock/AzCF2009,2021-11,72
Client/InitStateSetupAzCF2009,2021-11,229
Client/SetVersionMessageAzCF2009,2021-11,235
Client/Init/AzCF2009,2021-11,99
Client/Refresh/AzCF2009,2021-11,90
Client/RefreshVersionCommentsAzCF2009,2021-11,90
Client/GetOpportunityDataAzCF2009,2021-11,59
WebApi/Refresh/AzCF2009,2021-11,128
WebApi/GetOpportunityWorkloadDashboardData,2021-11,5032
MSXNotFound,2021-11,691
WebApi/Refresh/CAD,2021-11,1085
Client/PublishToCompassOneCAD,2021-11,208
WebApi/Save/D365,2021-11,1238
WebApi/Estimate/D365,2021-11,1449
Client/Save/D365,2021-11,2039
Client/InitStateSetupD365,2021-11,2703
Client/SetVersionMessageD365,2021-11,3229
Client/Estimate/D365,2021-11,1414
WebApi/UnLock/D365,2021-11,300
Client/Unlock/D365,2021-11,239
WebApi/Init/D365,2021-11,908
WebApi/Refresh/D365,2021-11,1019
GetWorkloadSIAQuestionnaireData,2021-11,1787
Client/Init/D365,2021-11,831
Client/Init/CONSMPTN,2021-11,612
Client/InitStateSetupCONSMPTN,2021-11,1513
WebApi/Init/CONSMPTN,2021-11,634
WebApi/Refresh/CONSMPTN,2021-11,434
Client/RefreshVersionCommentsCONSMPTN,2021-11,331
Client/GetOpportunityDataCONSMPTN,2021-11,154
Client/Refresh/CONSMPTN,2021-11,333
Client/RefreshVersionCommentsD365,2021-11,850
Client/Refresh/D365,2021-11,851
Client/GetOpportunityDataD365,2021-11,477
WebApi/AutoLock/D365,2021-11,309
WebApi/UnLock/CONSMPTN,2021-11,268
WebApi/AutoLock/CONSMPTN,2021-11,301
Client/Unlock/CONSMPTN,2021-11,220
Client/UnPublishFromCompassOneCONSMPTN,2021-11,29
Client/SetVersionMessageCONSMPTN,2021-11,1064
Client/SetVersionMessageMADMW1.3,2021-11,144
Client/InitStateSetupMADMW1.3,2021-11,126
Client/Save/MADMW1.3,2021-11,66
